ID,probability
TEST_00000,0.0012617494533451502
TEST_00001,0.0010440036220868496
TEST_00002,0.151024593217427
TEST_00003,0.10040078141648502
TEST_00004,0.5216421765339473
TEST_00005,0.12630668381904045
TEST_00006,0.4422051306058355
TEST_00007,0.34729836350206694
TEST_00008,0.2476817412305818
TEST_00009,0.0007116440643116875
TEST_00010,0.043940325294637934
TEST_00011,0.44291635200968954
TEST_00012,0.3746027738284678
TEST_00013,0.39008054426115585
TEST_00014,0.33561363853834475
TEST_00015,0.0010119618983209944
TEST_00016,0.19785741136837884
TEST_00017,0.36317801262107957
TEST_00018,0.17950903712441166
TEST_00019,0.6572481014464561
TEST_00020,0.24507605682557398
TEST_00021,0.40787566257613656
TEST_00022,0.2837234716235285
TEST_00023,0.20933612011946567
TEST_00024,0.38457369910597167
TEST_00025,0.0007535766057759132
TEST_00026,0.12107555464117695
TEST_00027,0.47196736396849076
TEST_00028,0.17209651617457516
TEST_00029,0.17825364146911366
TEST_00030,0.4356723549092327
TEST_00031,0.19014879694763892
TEST_00032,0.15636532967457725
TEST_00033,0.1765022875935053
TEST_00034,0.42014390676288943
TEST_00035,0.0010290246858752547
TEST_00036,0.11811370467012337
TEST_00037,0.2974417402924513
TEST_00038,0.2559646615076546
TEST_00039,0.0031337605661406168
TEST_00040,0.19014680019007246
TEST_00041,0.12808652553680583
TEST_00042,0.3129435441185446
TEST_00043,0.31524923862127713
TEST_00044,0.3232954531054475
TEST_00045,0.49464002187795164
TEST_00046,0.5196285248340531
TEST_00047,0.25302691048772835
TEST_00048,0.11560361580820637
TEST_00049,0.3937153671551953
TEST_00050,0.26066146951047786
TEST_00051,0.16576355999977402
TEST_00052,0.11840815502056633
TEST_00053,0.5671275964771831
TEST_00054,0.0013715049225919694
TEST_00055,0.4040879548544977
TEST_00056,0.3150556167845963
TEST_00057,0.20868128571019928
TEST_00058,0.5186394450298447
TEST_00059,0.18053731833166511
TEST_00060,0.0024468598098432767
TEST_00061,0.16092327836374193
TEST_00062,0.3083655298709631
TEST_00063,0.3322899326170503
TEST_00064,0.2122186220655567
TEST_00065,0.00104230742936715
TEST_00066,0.2588389063371611
TEST_00067,0.19215799635363545
TEST_00068,0.2993492472809129
TEST_00069,0.4663329966838921
TEST_00070,0.39745609967957907
TEST_00071,0.35410846476878177
TEST_00072,0.21617173384473462
TEST_00073,0.25936395592804445
TEST_00074,0.15551598976637335
TEST_00075,0.24953897032782094
TEST_00076,0.016637692458022987
TEST_00077,0.0008754842568011892
TEST_00078,0.11818820010746851
TEST_00079,0.20026617024821025
TEST_00080,0.36823794072601906
