ID,probability
TEST_00000,0.001495417197103695
TEST_00001,0.0011475228653867015
TEST_00002,0.13928684195122207
TEST_00003,0.10088215109141586
TEST_00004,0.49790828930183145
TEST_00005,0.12863609757059935
TEST_00006,0.43873856924230664
TEST_00007,0.3075500810749304
TEST_00008,0.23109045254032815
TEST_00009,0.0006157120281238568
TEST_00010,0.04423840851752579
TEST_00011,0.4416592226705592
TEST_00012,0.36069784551406514
TEST_00013,0.4006837363003546
TEST_00014,0.3321646301979921
TEST_00015,0.001156671254874768
TEST_00016,0.20200632905505803
TEST_00017,0.3821017269123539
TEST_00018,0.17875119169671672
TEST_00019,0.638819408331297
TEST_00020,0.24395741565421492
TEST_00021,0.41017366589880905
TEST_00022,0.2860333205144947
TEST_00023,0.2002234151257937
TEST_00024,0.38477698364329715
TEST_00025,0.0006702744552547276
TEST_00026,0.12480586409844585
TEST_00027,0.434650212343904
TEST_00028,0.16700198737811595
TEST_00029,0.18775668456532246
TEST_00030,0.44769140974715116
TEST_00031,0.19391399017441827
TEST_00032,0.158822399048895
TEST_00033,0.17724907057977354
TEST_00034,0.4144450954566496
TEST_00035,0.0008347887501014503
TEST_00036,0.108715540501663
TEST_00037,0.29702601809015455
TEST_00038,0.22887742397653682
TEST_00039,0.0027529726694325287
TEST_00040,0.17706740107055696
TEST_00041,0.13655107892401508
TEST_00042,0.31925137569974116
TEST_00043,0.3085756229397773
TEST_00044,0.32191503087570883
TEST_00045,0.5184659708219835
TEST_00046,0.5408823660481409
TEST_00047,0.25128127206047846
TEST_00048,0.111985521895274
TEST_00049,0.3877171954005116
TEST_00050,0.27100446124776634
TEST_00051,0.1810439135780953
TEST_00052,0.10431863966184779
TEST_00053,0.6116196743380392
TEST_00054,0.0010160692338087442
TEST_00055,0.40767093595436366
TEST_00056,0.3135037352232274
TEST_00057,0.20204556538868243
TEST_00058,0.517973702097138
TEST_00059,0.1733071484609704
TEST_00060,0.002542369305580951
TEST_00061,0.15463877511554783
TEST_00062,0.27823563101904786
TEST_00063,0.3228424746771606
TEST_00064,0.21413553005910585
TEST_00065,0.001013774756656235
TEST_00066,0.25950917905177884
TEST_00067,0.16928739666776543
TEST_00068,0.2978961745994169
TEST_00069,0.4579445709427652
TEST_00070,0.40408108108025376
TEST_00071,0.37311077137686
TEST_00072,0.21648378266949955
TEST_00073,0.2542940711537637
TEST_00074,0.15693067557348886
TEST_00075,0.24213488189179103
TEST_00076,0.015195076822959794
TEST_00077,0.0007802450812630971
TEST_00078,0.11644250106320352
TEST_00079,0.20190824308751848
TEST_00080,0.37191487778868215
TEST_00081,0.00046445047755113843
TEST_00082,0.20557622838504253
TEST_00083,0.1848349313879758
TEST_00084,0.45596940203340114
TEST_00085,0.3872066146296448
TEST_00086,0.0006167898633778004
TEST_00087,0.3851098253821873
TEST_00088,0.10727149081161262
TEST_00089,0.3776873431550479
TEST_00090,0.2543207124290612
TEST_00091,0.09502409814891143
TEST_00092,0.27907541103019035
TEST_00093,0.5455950174091867
TEST_00094,0.00042018884372906827
TEST_00095,0.0005035093515688249
TEST_00096,0.41133144605429434
TEST_00097,0.10620387058605711
TEST_00098,0.3654736639252236
TEST_00099,0.28001796810182134
TEST_00100,0.08628705552664465
TEST_00101,0.22141547625980304
TEST_00102,0.3280934782453126
TEST_00103,0.2664746266376296
TEST_00104,0.3250545219797004
TEST_00105,0.46549174213397865
TEST_00106,0.29172876344906434
TEST_00107,0.001161372730730172
TEST_00108,0.32439987604455106
TEST_00109,0.0007782072508617791
TEST_00110,0.4482882932323336
TEST_00111,0.37545347962541037
TEST_00112,0.011181618859868566
TEST_00113,0.3350176577830837
TEST_00114,0.1997702960363438
TEST_00115,0.422701876181253
TEST_00116,0.001879325872465229
TEST_00117,0.46717173861427935
TEST_00118,0.3469956991502037
TEST_00119,0.16267293097622448
TEST_00120,0.0009492646102943554
TEST_00121,0.0008592133299208108
TEST_00122,0.3037688039149903
TEST_00123,0.514472965769051
