ID,probability
TEST_00000,0.003948114745914353
TEST_00001,0.002198871885030613
TEST_00002,0.1654537229864397
TEST_00003,0.09777094162429405
TEST_00004,0.5102249670361684
TEST_00005,0.11901139488964049
TEST_00006,0.45620783304815193
TEST_00007,0.3885817615639146
TEST_00008,0.2605897822327943
TEST_00009,0.0023182954074817924
TEST_00010,0.04693943555151491
TEST_00011,0.462463018949343
TEST_00012,0.3942463244900969
TEST_00013,0.4087253407381084
TEST_00014,0.2917185624177747
TEST_00015,0.0017857032443211035
TEST_00016,0.21061281326899708
TEST_00017,0.3642747608622552
TEST_00018,0.22916110139157286
TEST_00019,0.6518536697277242
TEST_00020,0.2566730140008734
TEST_00021,0.4006774407760601
TEST_00022,0.27781803164749325
TEST_00023,0.21736459800692168
TEST_00024,0.3899684789707742
TEST_00025,0.001823792657875283
TEST_00026,0.1344863274629851
TEST_00027,0.47196512608096264
TEST_00028,0.1847609037970585
TEST_00029,0.1869518107048039
TEST_00030,0.43284880900002504
TEST_00031,0.18763285599064802
TEST_00032,0.15732622130274243
TEST_00033,0.17908026726532064
TEST_00034,0.40691334812733587
TEST_00035,0.0018595047884129201
TEST_00036,0.12239691339757036
TEST_00037,0.3179484106827365
TEST_00038,0.2554619491019053
TEST_00039,0.007748546398420919
TEST_00040,0.16659662922941748
TEST_00041,0.1250307126107911
TEST_00042,0.3130613515403098
TEST_00043,0.317065489573482
TEST_00044,0.33763242086855927
TEST_00045,0.4867354160346539
TEST_00046,0.5224859147707545
TEST_00047,0.25729205725029003
TEST_00048,0.11976451463095375
TEST_00049,0.4065600128860698
TEST_00050,0.2616058151478968
TEST_00051,0.1666497250007898
TEST_00052,0.10911712960529175
TEST_00053,0.5297472234415179
TEST_00054,0.0016137242847368556
TEST_00055,0.40132080804284853
TEST_00056,0.2973945311390504
TEST_00057,0.210675612440827
TEST_00058,0.5167407928409744
TEST_00059,0.18583424497760598
TEST_00060,0.007220975709909491
TEST_00061,0.1642812484019818
TEST_00062,0.33557807436232967
TEST_00063,0.33070895445908594
TEST_00064,0.19729899074148005
TEST_00065,0.0017046140020131012
TEST_00066,0.2736866963440779
TEST_00067,0.19234465042547372
TEST_00068,0.2793194622505877
TEST_00069,0.4676540064126134
TEST_00070,0.3988150277730958
TEST_00071,0.32636920551700815
TEST_00072,0.21914216105626289
TEST_00073,0.24686750224511853
TEST_00074,0.14311833509933977
TEST_00075,0.23894220171272018
TEST_00076,0.017669902450285088
TEST_00077,0.0018705017051173069
TEST_00078,0.12137924639737817
TEST_00079,0.2035261971215675
TEST_00080,0.35612491373263905
TEST_00081,0.0013155224233443554
TEST_00082,0.22084573237082955
TEST_00083,0.17322773294059668
TEST_00084,0.4361252280746576
TEST_00085,0.37688218330027945
TEST_00086,0.0021077867053437287
TEST_00087,0.39615929834537783
TEST_00088,0.11860345357312631
TEST_00089,0.3775885379147862
TEST_00090,0.2894021571018398
TEST_00091,0.08280935489516443
TEST_00092,0.3494733630077678
TEST_00093,0.5479104831783829
TEST_00094,0.001678512498066667
TEST_00095,0.0016172214725372397
TEST_00096,0.45627336597717894
TEST_00097,0.10776311901347188
TEST_00098,0.3988851670586413
TEST_00099,0.2766518536078977
TEST_00100,0.10225328300331506
TEST_00101,0.21165910992014142
TEST_00102,0.35081344303045897
TEST_00103,0.2879367092180767
TEST_00104,0.356140788493354
TEST_00105,0.49311781060058135
TEST_00106,0.2667207927294505
TEST_00107,0.0034344554507489545
TEST_00108,0.3370081328111032
TEST_00109,0.0014483799014046656
TEST_00110,0.4215611430004214
TEST_00111,0.40106921748385793
TEST_00112,0.0204470492100349
TEST_00113,0.35384129284715926
TEST_00114,0.18607702094062048
TEST_00115,0.4266135820895247
TEST_00116,0.006769160654228428
TEST_00117,0.4433731733507896
TEST_00118,0.34448394269997573
TEST_00119,0.13292309156572452
TEST_00120,0.0018169834075213954
TEST_00121,0.0015014103520776957
TEST_00122,0.32575751180341034
TEST_00123,0.4801930332449383
TEST_00124,0.4310414758383016
TEST_00125,0.2645370636579026
TEST_00126,0.006840622976848791
TEST_00127,0.06634894607693255
TEST_00128,0.2604036419408724
TEST_00129,0.4182688294703035
TEST_00130,0.23309138539921428
TEST_00131,0.40936375372538397
TEST_00132,0.00190922685404886
TEST_00133,0.2452084093592613
TEST_00134,0.37676617781727967
TEST_00135,0.0016632228606598208
TEST_00136,0.19903520793096094
TEST_00137,0.2329223956266111
TEST_00138,0.07171138175015748
TEST_00139,0.24974571660116596
TEST_00140,0.017894120749078646
TEST_00141,0.0018653638128037784
TEST_00142,0.3132347296097978
TEST_00143,0.0018706527014104306
TEST_00144,0.14085150597684576
TEST_00145,0.47480141639722234
TEST_00146,0.16266995093054193
TEST_00147,0.2205357604351806
TEST_00148,0.26952952489327153
TEST_00149,0.4244824652117998
TEST_00150,0.0015165484944035918
TEST_00151,0.0013261280783250689
TEST_00152,0.3935348669085264
TEST_00153,0.2998354394542656
TEST_00154,0.027843428565623683
TEST_00155,0.24870775457484565
TEST_00156,0.376246637288211
TEST_00157,0.40792139793299054
TEST_00158,0.4408400297706582
TEST_00159,0.32998806694533045
TEST_00160,0.42734249098399407
TEST_00161,0.46831588385940254
TEST_00162,0.3146774905715474
TEST_00163,0.005239848122044478
TEST_00164,0.5374226807787995
TEST_00165,0.23400296681840488
TEST_00166,0.3808947245672138
TEST_00167,0.19978473629937968
TEST_00168,0.36765172876445745
TEST_00169,0.19513250403924182
TEST_00170,0.21582502034159
